zip,state,county,city1,city1,city2,city3,city4,city5,city6,city7,city8,city9,city10,city11,city12,city13,city14,city15,city16,city17,city18,city19,city20,city21,city22,city23,city24,city25,city26,city27,city28,city29,city30,city31
66087,KS,Doniphan County,Troy,Severance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66088,KS,Jefferson County,Valley Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66090,KS,Doniphan County,Wathena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66091,KS,Anderson County,Welda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66092,KS,Franklin County,Wellsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66093,KS,Anderson County,Westphalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66094,KS,Doniphan County,White Cloud,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66095,KS,Franklin County,Williamsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66097,KS,Jefferson County,Winchester,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66101,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66102,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66103,KS,Wyandotte County,Kansas City,Rosedale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66104,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66105,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66106,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66109,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66110,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66111,KS,Wyandotte County,Kansas City,Edwardsville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66112,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66113,KS,Wyandotte County,Edwardsville,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66115,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66117,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66118,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66119,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66160,KS,Wyandotte County,Kansas City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66201,KS,Johnson County,Mission,Overland Park, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66202,KS,Johnson County,Mission,Countryside, Merriam, Overland Park, Prairie Village, Prairie Vlg, Roeland Park, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,
66203,KS,Johnson County,Shawnee,Merriam, Overland Park, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,
66204,KS,Johnson County,Overland Park,Merriam, Prairie Village, Prairie Vlg, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,
66205,KS,Johnson County,Mission,Fairway, Mission Woods, Roeland Park, Shawnee Mission, Shawnee Msn, Westwood, Westwood Hills, Westwood Hls,,,,,,,,,,,,,,,,,,,,,,,
66206,KS,Johnson County,Leawood,Overland Park, Prairie Village, Prairie Vlg, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,
66207,KS,Johnson County,Overland Park,Prairie Village, Prairie Vlg, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,
66208,KS,Johnson County,Prairie Village,Mission Hills, Prairie Vlg, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,
66209,KS,Johnson County,Leawood,Overland Park, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66210,KS,Johnson County,Overland Park,Lenexa, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66211,KS,Johnson County,Leawood,Overland Park, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66212,KS,Johnson County,Overland Park,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66213,KS,Johnson County,Overland Park,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66214,KS,Johnson County,Overland Park,Lenexa, Shawnee, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,
66215,KS,Johnson County,Lenexa,Overland Park, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66216,KS,Johnson County,Shawnee,Lenexa, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66217,KS,Johnson County,Shawnee,Lake Quivira, Lenexa, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,
66218,KS,Johnson County,Shawnee,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66219,KS,Johnson County,Lenexa,Shawnee, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66220,KS,Johnson County,Lenexa,Shawnee, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66221,KS,Johnson County,Overland Park,Shawnee Mission, Shawnee Msn, Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66222,KS,Johnson County,Mission,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66223,KS,Johnson County,Overland Park,Shawnee Mission, Shawnee Msn, Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66224,KS,Johnson County,Overland Park,Leawood, Shawnee Mission, Shawnee Msn, Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,
66225,KS,Johnson County,Overland Park,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66226,KS,Johnson County,Shawnee,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66227,KS,Johnson County,Lenexa,Shawnee, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66250,KS,Johnson County,Shawnee Mission,Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66251,KS,Johnson County,Overland Park,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66276,KS,Johnson County,Shawnee Mission,Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66279,KS,Johnson County,Shawnee Mission,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66282,KS,Johnson County,Overland Park,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66283,KS,Johnson County,Overland Park,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66285,KS,Johnson County,Lenexa,Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66286,KS,Johnson County,Shawnee,Lenexa, Shawnee Mission, Shawnee Msn,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66401,KS,Wabaunsee County,Alma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66402,KS,Shawnee County,Auburn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66403,KS,Marshall County,Axtell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66404,KS,Nemaha County,Baileyville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66406,KS,Marshall County,Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66407,KS,Pottawatomie County,Belvue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66408,KS,Nemaha County,Bern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66409,KS,Shawnee County,Berryton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66411,KS,Marshall County,Blue Rapids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66412,KS,Marshall County,Bremen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66413,KS,Osage County,Burlingame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66414,KS,Osage County,Carbondale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66415,KS,Nemaha County,Centralia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66416,KS,Jackson County,Circleville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66417,KS,Nemaha County,Corning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66418,KS,Jackson County,Delia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66419,KS,Jackson County,Denison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66420,KS,Shawnee County,Dover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66422,KS,Pottawatomie County,Emmett,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66423,KS,Wabaunsee County,Eskridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66424,KS,Brown County,Everest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66425,KS,Brown County,Fairview,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66426,KS,Pottawatomie County,Fostoria,Westmoreland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66427,KS,Marshall County,Frankfort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66428,KS,Nemaha County,Goff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66429,KS,Jefferson County,Grantville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66431,KS,Wabaunsee County,Harveyville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66432,KS,Pottawatomie County,Havensville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66434,KS,Brown County,Hiawatha,Reserve, Willis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66436,KS,Jackson County,Holton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66438,KS,Marshall County,Home,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66439,KS,Brown County,Horton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66440,KS,Jackson County,Hoyt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66441,KS,Geary County,Junction City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66442,KS,Geary County,Fort Riley,Ft Riley, Junction City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66449,KS,Riley County,Leonardville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66451,KS,Osage County,Lyndon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66501,KS,Wabaunsee County,Mc Farland,Alma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66502,KS,Riley County,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66503,KS,Riley County,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66505,KS,Riley County,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66506,KS,Riley County,Manhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66507,KS,Wabaunsee County,Maple Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66508,KS,Marshall County,Marysville,Herkimer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66509,KS,Jackson County,Mayetta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66510,KS,Osage County,Melvern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66512,KS,Jefferson County,Meriden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66514,KS,Geary County,Milford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66515,KS,Brown County,Morrill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66516,KS,Jackson County,Netawaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66517,KS,Riley County,Ogden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66518,KS,Marshall County,Oketo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66520,KS,Pottawatomie County,Olsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66521,KS,Pottawatomie County,Onaga,Duluth, Wheaton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66522,KS,Nemaha County,Oneida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66523,KS,Osage County,Osage City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66524,KS,Osage County,Overbrook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66526,KS,Wabaunsee County,Paxico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66527,KS,Brown County,Powhattan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66528,KS,Osage County,Quenemo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66531,KS,Riley County,Riley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66532,KS,Brown County,Robinson,Leona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66533,KS,Shawnee County,Rossville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66534,KS,Nemaha County,Sabetha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66535,KS,Pottawatomie County,Saint George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66536,KS,Pottawatomie County,Saint Marys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66537,KS,Osage County,Scranton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66538,KS,Nemaha County,Seneca,Kelly, St Benedict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66539,KS,Shawnee County,Silver Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66540,KS,Jackson County,Soldier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66541,KS,Marshall County,Summerfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66542,KS,Shawnee County,Tecumseh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66543,KS,Osage County,Vassar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66544,KS,Marshall County,Vermillion,Vliets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66546,KS,Shawnee County,Wakarusa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66547,KS,Pottawatomie County,Wamego,Louisville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66548,KS,Marshall County,Waterville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66549,KS,Pottawatomie County,Westmoreland,Blaine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66550,KS,Nemaha County,Wetmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66552,KS,Jackson County,Whiting,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66554,KS,Riley County,Randolph,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66601,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66603,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66604,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66605,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66606,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66607,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66608,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66609,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66610,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66611,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66612,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66614,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66615,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66616,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66617,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66618,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66619,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66620,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66621,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66622,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66624,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66625,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66626,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66628,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66629,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66636,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66637,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66642,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66647,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66652,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66653,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66667,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66675,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66683,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66692,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66699,KS,Shawnee County,Topeka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66701,KS,Bourbon County,Fort Scott,Hiattville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66710,KS,Wilson County,Altoona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66711,KS,Crawford County,Arcadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66712,KS,Crawford County,Arma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66713,KS,Cherokee County,Baxter Springs,Baxter Spgs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66714,KS,Wilson County,Benedict,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66716,KS,Bourbon County,Bronson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66717,KS,Wilson County,Buffalo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66720,KS,Neosho County,Chanute,Petrolia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66724,KS,Crawford County,Cherokee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66725,KS,Cherokee County,Columbus,Hallowell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66728,KS,Cherokee County,Crestline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66732,KS,Allen County,Elsmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66733,KS,Neosho County,Erie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66734,KS,Crawford County,Farlington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66735,KS,Crawford County,Franklin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66736,KS,Wilson County,Fredonia,Coyville, Lafontaine, New Albany,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66738,KS,Bourbon County,Fulton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66739,KS,Cherokee County,Galena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66740,KS,Neosho County,Galesburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66741,KS,Bourbon County,Garland,Arcadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66742,KS,Allen County,Gas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66743,KS,Crawford County,Girard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66746,KS,Crawford County,Hepler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66748,KS,Allen County,Humboldt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66749,KS,Allen County,Iola,Carlyle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66751,KS,Allen County,La Harpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66753,KS,Cherokee County,Mc Cune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66754,KS,Bourbon County,Mapleton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66755,KS,Allen County,Moran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66756,KS,Crawford County,Mulberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66757,KS,Wilson County,Neodesha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66758,KS,Woodson County,Neosho Falls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66759,KS,Elk County,New Albany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66760,KS,Crawford County,Opolis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66761,KS,Woodson County,Piqua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66762,KS,Crawford County,Pittsburg,Radley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66763,KS,Crawford County,Frontenac,Pittsburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66767,KS,Linn County,Prescott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66769,KS,Bourbon County,Redfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66770,KS,Cherokee County,Riverton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66771,KS,Neosho County,Saint Paul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66772,KS,Allen County,Savonburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66773,KS,Cherokee County,Scammon,Carona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66775,KS,Neosho County,Stark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66776,KS,Neosho County,Thayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66777,KS,Woodson County,Toronto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66778,KS,Cherokee County,Treece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66779,KS,Bourbon County,Uniontown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66780,KS,Crawford County,Walnut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66781,KS,Cherokee County,Weir,Lawton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66782,KS,Cherokee County,West Mineral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66783,KS,Woodson County,Yates Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66801,KS,Lyon County,Emporia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66830,KS,Lyon County,Admire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66833,KS,Lyon County,Allen,Bushong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66834,KS,Wabaunsee County,Alta Vista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66835,KS,Lyon County,Americus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66838,KS,Morris County,Burdick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66839,KS,Coffey County,Burlington,New Strawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66840,KS,Marion County,Burns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66842,KS,Butler County,Cassoday,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66843,KS,Chase County,Cedar Point,Clements,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66845,KS,Chase County,Cottonwood Falls,Cottonwd Fls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66846,KS,Morris County,Council Grove,Dunlap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66849,KS,Morris County,Dwight,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66850,KS,Chase County,Elmdale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66851,KS,Marion County,Florence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66852,KS,Coffey County,Gridley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66853,KS,Greenwood County,Hamilton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66854,KS,Lyon County,Hartford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66855,KS,Greenwood County,Lamont,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66856,KS,Coffey County,Lebo,Olivet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66857,KS,Coffey County,Le Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66858,KS,Marion County,Lincolnville,Antelope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66859,KS,Marion County,Lost Springs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66860,KS,Greenwood County,Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66861,KS,Marion County,Marion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66862,KS,Chase County,Matfield Green,Matfield Grn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66863,KS,Greenwood County,Neal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66864,KS,Lyon County,Neosho Rapids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66865,KS,Lyon County,Olpe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66866,KS,Marion County,Peabody,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66868,KS,Lyon County,Reading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66869,KS,Chase County,Strong City,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66870,KS,Greenwood County,Virgil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66871,KS,Coffey County,Waverly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
